weight,horsepower,torque,transmission,body style,drive train,quarter mile,0-60
2100.0,314.0,381.0,2,0,2,15.8 s @ 88.1 mph,7.5
1279.0,124.0,172.0,0,2,0,17.2 s @ 81.3 mph,9.3
966.0,61.0,100.0,2,6,0,19.0 s @ 72.0 mph,12.8
1229.0,135.0,191.0,1,5,0,16.5 s @ 83.0 mph,8.6
1550.0,274.0,350.0,0,5,0,14.8 s @ 96.3 mph,6.8
1533.0,264.0,340.0,1,5,0,14.8 s @ 97.0 mph,6.1
1475.0,274.0,350.0,1,6,0,15.4 s @ 106.3 mph,5.6
1549.0,239.0,362.0,2,5,0,14.3 s @ 99.0 mph,5.8
1625.0,300.0,353.0,2,3,1,14.3 s @ 98.8 mph,5.5
1635.0,280.0,363.0,1,3,1,14.3 s @ 99.4 mph,5.5
1545.0,313.0,358.0,1,6,1,14.3 s,5.5
1610.0,300.0,386.0,1,6,1,13.8 s @ 101.9 mph,6.0
1356.0,203.0,308.0,1,6,1,15.4 s @ 90.1 mph,7.3
1400.0,208.0,308.0,1,6,1,15.6 s @ 90.3 mph,7.4
1614.0,231.0,328.0,1,6,1,15.4 s @ 90.0 mph,7.2
1224.0,157.0,217.0,1,6,1,16.2 s @ 84.0 mph,7.9
1314.0,200.0,265.0,1,6,1,15.2 s,6.4
1316.0,208.0,274.0,1,6,1,14.7 s,6.6
1532.0,305.0,380.0,1,6,2,13.3 s @ 107.5 mph,4.8
943.0,249.0,280.0,1,3,1,,5.2
975.0,223.0,353.0,1,3,1,14.5 s @ 97.0 mph,6.0
879.0,101.0,160.0,1,3,1,17.8 s @ 73.0 mph,11.2
932.0,335.0,441.0,1,3,1,12.7 s @ 111.8 mph,4.1
712.0,42.0,53.0,1,7,1,23.0 s,25.8
728.0,45.0,75.0,1,3,1,21.7 s @ 62.0 mph,20.4
730.0,85.0,125.0,1,3,1,,9.9
500.0,122.0,136.0,1,3,1,,4.5
823.0,193.0,315.0,1,3,1,14.5 s,6.0
1229.0,179.0,290.0,1,6,1,15.8 s @ 91.0 mph,6.8
1955.0,149.0,188.0,1,0,2,,13.1
1927.0,224.0,332.0,0,0,2,16.7 s @ 83.9 mph,8.5
2153.0,251.0,450.0,1,0,2,15.6 s @ 84.3 mph,6.5
1749.0,233.0,292.0,2,0,2,15.6 s @ 90.0 mph,7.1
1663.0,227.0,292.0,2,0,2,16.2 s @ 88.0 mph,7.8
1752.0,184.0,245.0,0,3,2,16.3 s @ 86.0 mph,8.2
1555.0,170.0,232.0,1,0,2,17.3 s @ 83.0 mph,9.3
2238.0,218.0,336.0,2,0,2,17.3 s @ 80.0 mph,9.6
2120.0,203.0,319.0,2,3,2,17.6 s @ 78.1 mph,10.3
1605.0,238.0,343.0,2,2,2,14.1 s @ 96.0 mph,5.4
1348.0,164.0,220.0,2,5,0,15.5 s @ 90.1 mph,7.3
1052.0,170.0,245.0,1,2,2,15.5 s,7.1
1455.0,290.0,388.0,1,5,2,13.3 s @ 106.3 mph,4.8
1365.0,280.0,373.0,1,5,2,13.3 s @ 108.1 mph,4.7
1352.0,279.0,354.0,1,5,2,13.5 s @ 103.1 mph,5.1
1519.0,295.0,407.0,1,5,2,13.4 s @ 105.0 mph,4.7
1675.0,295.0,366.0,2,5,2,13.8 s,5.1
1585.0,295.0,355.0,1,5,2,14.0 s,5.4
1613.0,295.0,407.0,1,5,2,13.4 s @ 103.0 mph,4.3
1590.0,291.0,407.0,1,5,2,13.9 s @ 100.0 mph,5.2
1573.0,295.0,366.0,1,5,2,15.3 s @ 106.9 mph,5.1
1375.0,275.0,370.0,1,5,2,13.5 s @ 101.9 mph,4.7
1400.0,345.0,434.0,1,5,2,12.9 s,4.3
1491.0,265.0,355.0,1,5,2,,5.7
1338.0,280.0,380.0,1,5,2,,4.6
1489.0,290.0,392.0,1,5,2,13.3 s @ 103.4 mph,4.5
1480.0,290.0,355.0,1,5,2,14.3 s,5.6
1387.0,170.0,226.0,1,5,2,15.9 s @ 88.0 mph,7.2
1717.0,257.0,350.0,2,5,0,14.9 s @ 96.3 mph,6.4
1229.0,144.0,171.0,1,5,0,16.6 s @ 85.0 mph,8.7
1483.0,405.0,481.0,1,5,2,,3.3
1400.0,345.0,435.0,1,5,2,,4.3
1610.0,269.0,355.0,2,6,0,14.3 s @ 100.7 mph,6.7
1615.0,264.0,353.0,2,6,0,15.0 s @ 95.7 mph,6.7
1483.0,213.0,290.0,1,6,2,,6.8
1445.0,198.0,275.0,1,6,2,15.0 s @ 88.0 mph,6.4
1637.0,154.0,249.0,2,0,2,16.6 s @ 83.0 mph,8.4
1045.0,150.0,210.0,1,2,0,15.6 s,7.3
1725.0,324.0,427.0,1,6,1,13.6 s @ 100.5 mph,4.8
1757.0,286.0,407.0,1,6,2,14.2 s,5.5
1180.0,218.0,250.0,1,2,0,15.4 s @ 98.2 mph,6.4
1130.0,211.0,260.0,1,2,0,14.5 s,7.2
1280.0,211.0,260.0,1,3,0,15.7 s @ 97.6 mph,6.7
1165.0,154.0,201.0,2,6,0,14.8 s @ 95.2 mph,6.3
1535.0,190.0,400.0,2,2,2,15.7 s,7.2
1206.0,143.0,305.0,1,2,0,16.8 s @ 92.0 mph,7.3
1175.0,200.0,240.0,1,2,0,16.3 s @ 102.5 mph,6.4
1735.0,224.0,385.0,2,0,2,16.2 s @ 92.6 mph,6.3
1380.0,184.0,240.0,1,2,2,15.9 s,7.0
1530.0,192.0,280.0,2,2,2,15.2 s @ 91.0 mph,6.7
1284.0,177.0,240.0,1,2,0,15.1 s @ 93.9 mph,6.7
1356.0,178.0,281.0,3,3,0,14.8 s @ 96.8 mph,6.7
1115.0,170.0,220.0,1,2,0,14.9 s,7.8
698.0,77.0,108.0,1,2,0,,11.2
1185.0,211.0,260.0,1,3,0,15.3 s @ 97.6 mph,6.1
1160.0,218.0,280.0,1,2,0,14.3 s @ 100.0 mph,5.8
1410.0,231.0,320.0,3,3,0,14.2 s @ 100.0 mph,5.7
1277.0,211.0,260.0,1,3,0,15.6 s @ 98.2 mph,6.7
1015.0,111.0,270.0,1,2,0,17.8 s @ 88.9 mph,8.5
1040.0,120.0,160.0,1,2,0,16.4 s,8.5
1774.0,260.0,410.0,1,5,1,16.5 s @ 101.3 mph,6.5
1090.0,159.0,178.0,1,2,0,15.4 s @ 93.2 mph,7.1
1543.0,320.0,427.0,1,6,1,13.4 s @ 106.9 mph,4.9
1112.0,150.0,224.0,1,5,0,15.8 s @ 90.0 mph,7.4
1215.0,119.0,182.0,1,5,0,17.0 s @ 79.0 mph,9.6
834.0,55.0,85.0,1,3,1,21.8 s,21.2
1073.0,120.0,165.0,1,3,1,17.7 s @ 88.9 mph,8.7
985.0,109.0,104.0,1,3,1,18.8 s @ 85.0 mph,9.7
861.0,69.0,104.0,1,3,1,19.2 s,13.8
952.0,73.0,104.0,1,6,1,19.5 s @ 68.0 mph,15.4
840.0,94.0,115.0,1,2,0,,9.4
1030.0,253.0,305.0,1,2,2,15.4 s @ 100.0 mph,4.5
1087.0,152.0,229.0,1,2,0,15.5 s,6.5
826.0,56.0,83.0,1,2,0,22.2 s @ 59.0 mph,22.8
1884.0,431.0,651.0,1,6,1,15.1 s @ 87.0 mph,7.0
1977.0,304.0,579.0,2,5,1,16.9 s @ 83.0 mph,9.3
1900.0,304.0,579.0,2,6,1,16.9 s @ 82.0 mph,9.5
2301.0,296.0,407.0,2,0,2,16.1 s @ 86.3 mph,8.2
1832.0,253.0,512.0,2,5,1,17.7 s @ 73.0 mph,12.2
1456.0,147.0,293.0,2,6,1,19.5 s @ 68.0 mph,15.0
2029.0,335.0,602.0,2,6,1,16.8 s @ 85.6 mph,9.4
1907.0,306.0,431.0,2,5,1,15.4 s @ 92.6 mph,6.9
1676.0,163.0,323.0,2,5,1,,13.2
1601.0,324.0,579.0,2,6,1,15.9 s @ 89.1 mph,7.7
1419.0,203.0,382.0,1,6,1,18.0 s @ 77.8 mph,10.7
1414.0,228.0,414.0,2,6,1,17.5 s @ 79.0 mph,10.1
1353.0,166.0,350.0,1,6,1,19.3 s @ 72.5 mph,14.5
1583.0,340.0,579.0,1,6,1,14.0 s @ 103.8 mph,6.6
1399.0,431.0,651.0,1,6,1,12.0 s @ 121.0 mph,4.2
1514.0,213.0,407.0,2,6,1,16.4 s @ 77.0 mph,10.2
1437.0,213.0,407.0,2,6,1,16.5 s @ 73.8 mph,11.8
1115.0,102.0,212.0,2,6,1,20.2 s @ 67.4 mph,15.2
1620.0,591.0,650.0,3,6,1,11.7 s @ 124.3 mph,3.8
1506.0,400.0,520.0,2,3,1,12.7 s,4.4
1535.0,421.0,540.0,2,3,1,12.5 s @ 116.2 mph,4.1
1495.0,360.0,510.0,1,3,1,12.7 s @ 111.2 mph,4.3
1465.0,306.0,370.0,2,3,1,14.2 s,5.3
1549.0,306.0,370.0,2,6,1,13.6 s @ 103.1 mph,5.4
1381.0,218.0,310.0,2,3,1,15.1 s,6.7
1395.0,354.0,450.0,2,3,1,13.0 s @ 110.0 mph,4.5
1483.0,234.0,300.0,1,3,1,15.5 s @ 96.3 mph,6.3
1313.0,193.0,280.0,1,3,1,15.1 s,6.4
1390.0,163.0,240.0,1,3,1,15.9 s,7.4
1870.0,670.0,1000.0,2,6,1,11.6 s @ 126.1 mph,3.6
2038.0,612.0,1000.0,1,3,1,11.9 s,3.8
1830.0,380.0,580.0,2,3,1,15.0 s @ 108.1 mph,5.4
1895.0,525.0,630.0,3,3,1,12.4 s,4.0
1845.0,537.0,800.0,3,3,1,12.3 s,4.1
1902.0,394.0,570.0,2,3,1,15.1 s @ 107.5 mph,5.6
1795.0,306.0,460.0,1,3,1,15.7 s @ 105.6 mph,6.1
1889.0,388.0,530.0,2,3,1,13.5 s @ 104.4 mph,4.9
1835.0,326.0,450.0,2,6,1,14.6 s @ 99.0 mph,6.3
1800.0,320.0,470.0,2,3,1,16.4 s @ 101.9 mph,6.4
1743.0,333.0,480.0,2,3,1,13.1 s @ 109.0 mph,4.6
1760.0,272.0,350.0,2,3,1,15.8 s @ 97.6 mph,6.9
1780.0,231.0,315.0,2,3,1,16.0 s,7.7
2225.0,612.0,1001.0,2,5,1,12.0 s,4.2
2185.0,612.0,1000.0,2,5,1,12.6 s,4.2
2070.0,525.0,630.0,2,5,1,13.4 s,4.3
2045.0,544.0,800.0,3,5,1,12.3 s @ 116.2 mph,4.3
2035.0,367.0,530.0,2,5,1,14.5 s,6.1
2080.0,517.0,830.0,1,5,1,13.2 s @ 118.1 mph,4.3
2150.0,500.0,793.0,2,5,1,12.5 s @ 115.0 mph,4.3
1955.0,493.0,700.0,1,5,1,12.9 s,4.5
2165.0,435.0,520.0,2,5,2,13.0 s @ 108.0 mph,4.5
2092.0,387.0,530.0,2,5,1,13.7 s @ 102.0 mph,5.3
1935.0,435.0,700.0,2,5,1,13.7 s @ 115.6 mph,4.7
1955.0,387.0,530.0,1,5,2,14.4 s @ 111.2 mph,5.0
2045.0,435.0,520.0,2,5,2,13.2 s @ 108.1 mph,4.6
1840.0,387.0,530.0,1,5,1,13.7 s,5.1
1965.0,279.0,400.0,2,5,1,15.5 s @ 92.0 mph,7.2
2104.0,330.0,700.0,2,5,2,13.9 s,5.4
1855.0,235.0,540.0,2,5,1,16.3 s @ 93.8 mph,7.0
2305.0,211.0,540.0,2,1,2,18.3 s @ 88.2 mph,9.2
2093.0,558.0,800.0,2,0,2,12.6 s @ 113.0 mph,4.2
2060.0,347.0,510.0,2,0,2,15.1 s,6.4
2235.0,510.0,630.0,2,0,2,13.3 s,4.8
2255.0,306.0,460.0,2,0,2,14.7 s @ 94.5 mph,6.6
2110.0,387.0,530.0,2,0,2,,5.7
2260.0,306.0,700.0,2,0,2,15.7 s @ 95.1 mph,6.1
2255.0,211.0,540.0,2,0,2,17.5 s @ 89.5 mph,8.0
1985.0,272.0,350.0,1,0,2,15.4 s @ 90.0 mph,7.1
2301.0,213.0,540.0,2,0,2,16.2 s @ 84.5 mph,8.1
2568.0,489.0,700.0,2,0,2,13.2 s @ 105.9 mph,4.7
2585.0,367.0,500.0,2,0,2,14.3 s @ 97.0 mph,5.8
1755.0,272.0,350.0,2,0,2,15.0 s @ 93.2 mph,6.5
1805.0,224.0,540.0,2,0,2,16.4 s @ 93.8 mph,7.1
2270.0,585.0,760.0,2,0,2,12.3 s,3.9
2252.0,367.0,520.0,2,0,2,14.6 s @ 110.6 mph,5.3
2337.0,367.0,500.0,2,0,2,14.0 s,5.4
2698.0,306.0,700.0,2,0,2,15.1 s @ 93.0 mph,6.5
2173.0,258.0,370.0,2,0,2,15.8 s @ 87.5 mph,7.6
1935.0,510.0,700.0,2,0,2,11.7 s @ 117.8 mph,3.5
2065.0,320.0,700.0,2,0,2,14.0 s,5.3
1871.0,258.0,370.0,2,0,2,14.6 s,5.8
1842.0,258.0,370.0,2,0,2,15.0 s @ 91.8 mph,6.5
1742.0,224.0,350.0,3,0,2,14.7 s @ 94.0 mph,6.0
1510.0,360.0,450.0,3,5,2,13.8 s @ 113.1 mph,4.4
1617.0,224.0,350.0,3,0,2,14.9 s,6.8
2467.0,340.0,460.0,2,0,2,14.9 s @ 93.0 mph,6.5
2375.0,224.0,510.0,2,0,2,17.0 s,9.7
2618.0,585.0,850.0,2,0,2,12.3 s,3.9
2580.0,612.0,1000.0,2,0,2,13.7 s,5.0
2550.0,544.0,762.0,1,0,2,,7.8
2550.0,544.0,760.0,2,0,2,13.5 s @ 106.3 mph,5.0
2600.0,500.0,700.0,1,0,2,13.9 s,5.0
2050.0,558.0,800.0,2,4,1,12.2 s @ 118.1 mph,3.9
1765.0,558.0,800.0,2,5,1,12.0 s,3.8
1724.0,347.0,480.0,2,5,1,15.0 s @ 108.1 mph,5.4
1770.0,333.0,480.0,2,3,1,15.0 s @ 108.7 mph,5.6
1645.0,224.0,315.0,1,5,1,15.4 s @ 98.2 mph,6.5
2030.0,514.0,630.0,2,4,1,12.9 s,4.1
1870.0,525.0,630.0,3,4,1,12.9 s,4.2
1840.0,585.0,800.0,3,5,2,11.5 s @ 123.7 mph,3.2
1765.0,525.0,700.0,2,5,1,12.0 s @ 124.0 mph,3.8
1740.0,514.0,630.0,2,5,1,12.5 s,4.2
1800.0,381.0,580.0,2,5,1,14.4 s @ 110.6 mph,4.9
1610.0,354.0,530.0,1,5,1,13.3 s @ 107.5 mph,4.8
1953.0,476.0,700.0,2,5,1,12.4 s,4.2
1800.0,408.0,600.0,2,6,1,12.8 s,4.4
1715.0,387.0,530.0,2,6,1,13.3 s @ 106.9 mph,4.9
1876.0,387.0,530.0,2,3,1,13.6 s,5.1
1830.0,387.0,530.0,2,5,1,13.5 s,4.9
1785.0,387.0,530.0,2,5,1,13.4 s @ 106.0 mph,4.8
1625.0,306.0,460.0,1,5,1,14.4 s,5.6
1890.0,314.0,730.0,2,5,1,14.3 s,5.8
1727.0,279.0,400.0,2,5,1,17.2 s @ 98.2 mph,7.2
1938.0,334.0,480.0,2,5,2,13.6 s @ 104.0 mph,5.0
1815.0,333.0,480.0,2,5,2,13.7 s,5.0
1660.0,292.0,365.0,2,5,1,,6.3
1645.0,292.0,365.0,2,5,1,15.2 s @ 99.4 mph,6.3
1750.0,231.0,540.0,2,5,1,15.5 s @ 96.9 mph,6.4
1814.0,306.0,370.0,2,5,1,14.6 s @ 98.0 mph,6.0
1580.0,272.0,350.0,1,5,1,14.7 s @ 96.0 mph,6.3
1799.0,272.0,350.0,2,5,1,14.7 s @ 96.0 mph,6.3
1735.0,204.0,500.0,2,5,1,15.3 s @ 91.0 mph,7.1
1770.0,204.0,500.0,2,4,1,16.6 s @ 93.8 mph,7.5
1540.0,170.0,400.0,1,5,1,17.7 s @ 89.5 mph,8.4
1719.0,163.0,240.0,1,5,1,18.4 s @ 87.6 mph,9.5
1890.0,408.0,601.0,2,5,1,12.8 s @ 112.5 mph,4.2
1955.0,557.0,720.0,2,4,1,12.2 s,4.1
1919.0,557.0,800.0,2,5,1,11.9 s @ 121.8 mph,3.7
1830.0,514.0,630.0,2,5,1,12.5 s,4.3
1795.0,525.0,700.0,3,6,1,13.2 s @ 117.4 mph,4.1
1827.0,387.0,530.0,2,5,2,13.8 s,5.1
1958.0,476.0,700.0,1,5,1,12.5 s,4.2
2005.0,408.0,600.0,1,4,2,13.7 s @ 115.0 mph,4.6
1836.0,306.0,460.0,2,5,1,14.0 s @ 100.0 mph,5.5
1735.0,387.0,530.0,1,5,1,13.9 s,5.2
1962.0,367.0,500.0,2,5,2,13.0 s @ 107.0 mph,4.4
1846.0,329.0,480.0,2,5,2,13.7 s @ 103.1 mph,5.1
1660.0,292.0,365.0,2,5,1,16.4 s @ 101.9 mph,6.7
1545.0,721.0,786.0,1,6,1,,2.9
1440.0,664.0,786.0,1,6,1,11.3 s @ 135.5 mph,3.3
1545.0,673.0,786.0,4,6,1,,3.1
1440.0,600.0,776.0,1,6,1,10.8 s @ 134.2 mph,3.2
1678.0,582.0,800.0,2,6,1,12.1 s @ 125.5 mph,3.7
1800.0,481.0,630.0,2,3,1,12.9 s,4.2
1820.0,367.0,510.0,2,3,1,14.4 s @ 111.8 mph,5.1
1520.0,347.0,510.0,1,6,1,13.3 s,5.1
1595.0,367.0,510.0,1,6,1,13.1 s @ 109.4 mph,4.5
1660.0,387.0,530.0,1,6,1,13.5 s,5.1
1455.0,279.0,400.0,1,6,1,14.4 s,5.9
1524.0,272.0,350.0,1,6,1,14.6 s,6.0
1612.0,381.0,475.0,3,4,2,12.7 s,4.2
1610.0,381.0,475.0,3,5,2,12.5 s,3.9
1574.0,224.0,350.0,3,5,2,14.2 s @ 97.0 mph,5.6
1590.0,177.0,350.0,3,4,0,16.1 s,7.6
2170.0,630.0,1000.0,1,6,1,12.3 s @ 118.7 mph,4.1
2055.0,612.0,1000.0,1,6,1,11.8 s @ 121.2 mph,3.8
2140.0,612.0,1001.0,2,6,1,12.8 s,4.2
2172.0,571.0,900.0,1,6,1,12.3 s @ 121.2 mph,4.0
1985.0,525.0,630.0,1,6,1,12.8 s,4.3
1950.0,367.0,530.0,2,6,1,14.3 s,5.5
2110.0,517.0,830.0,1,6,1,,4.0
2029.0,500.0,800.0,2,6,1,13.1 s,4.5
2114.0,387.0,530.0,2,6,2,13.4 s,5.1
1934.0,500.0,700.0,2,6,1,12.5 s @ 113.7 mph,4.5
1995.0,435.0,700.0,2,6,1,12.8 s @ 112.5 mph,4.3
1895.0,387.0,530.0,1,6,1,13.8 s,5.2
1790.0,306.0,460.0,1,6,1,14.6 s,6.0
1795.0,487.0,600.0,3,4,1,12.9 s @ 120.5 mph,4.2
1771.0,487.0,600.0,3,6,1,12.1 s @ 120.5 mph,3.7
1730.0,457.0,600.0,3,6,1,12.8 s @ 121.2 mph,4.4
1495.0,224.0,309.0,2,5,1,15.9 s,7.1
1507.0,197.0,264.0,2,5,1,,7.7
1782.0,510.0,700.0,2,6,1,11.9 s @ 121.8 mph,4.3
1765.0,487.0,600.0,2,5,1,12.5 s,4.2
1801.0,487.0,600.0,3,5,1,12.3 s,4.0
1756.0,507.0,610.0,3,5,1,,4.0
1755.0,507.0,610.0,3,6,1,12.3 s @ 117.4 mph,3.9
1748.0,517.0,620.0,3,6,1,12.1 s @ 118.1 mph,4.0
1772.0,457.0,600.0,2,5,1,12.3 s @ 116.2 mph,3.9
1627.0,367.0,510.0,1,5,1,13.3 s,4.7
1779.0,367.0,520.0,2,4,2,14.2 s @ 112.5 mph,4.9
1738.0,390.0,520.0,2,4,2,12.5 s,4.1
1692.0,390.0,520.0,2,5,2,12.6 s,4.1
1691.0,367.0,520.0,2,5,2,12.8 s,4.2
1746.0,334.0,480.0,2,5,2,13.3 s @ 107.0 mph,4.7
1566.0,280.0,385.0,1,5,1,16.5 s @ 101.3 mph,6.4
1540.0,306.0,370.0,1,6,1,,5.8
1535.0,272.0,350.0,2,5,1,14.3 s,5.6
1620.0,292.0,365.0,2,5,1,14.6 s,6.0
1735.0,224.0,510.0,2,5,2,16.0 s @ 95.1 mph,6.8
1625.0,224.0,510.0,1,5,1,16.0 s @ 96.3 mph,7.0
1535.0,354.0,450.0,1,5,1,13.6 s @ 106.3 mph,5.2
1844.0,265.0,550.0,2,4,1,13.8 s @ 101.7 mph,5.4
1575.0,231.0,300.0,1,5,1,14.9 s @ 95.0 mph,6.5
1555.0,231.0,540.0,1,2,1,16.2 s @ 103.1 mph,6.2
1570.0,204.0,500.0,1,5,1,15.8 s @ 96.3 mph,6.7
1400.0,197.0,280.0,1,2,1,15.6 s,7.4
1650.0,170.0,400.0,1,4,1,16.4 s,8.0
1485.0,163.0,240.0,1,5,1,16.8 s,8.8
1460.0,136.0,270.0,1,5,1,18.7 s @ 87.0 mph,9.8
1250.0,122.0,170.0,1,5,1,17.7 s,10.4
1593.0,224.0,350.0,3,1,2,16.1 s @ 103.1 mph,6.1
1635.0,461.0,602.0,3,6,1,11.7 s,3.7
1353.0,244.0,324.0,1,5,1,14.4 s,6.0
1370.0,360.0,450.0,3,2,2,12.6 s,4.2
1714.0,218.0,450.0,3,5,0,,6.9
1689.0,218.0,450.0,3,2,0,14.6 s,6.1
1380.0,224.0,350.0,2,2,0,14.4 s,6.1
1500.0,190.0,300.0,3,5,2,15.2 s @ 94.3 mph,6.8
1540.0,150.0,320.0,2,2,0,15.5 s,7.8
2190.0,408.0,580.0,2,5,1,15.9 s @ 104.4 mph,5.7
1715.0,230.0,389.0,2,3,1,16.1 s @ 93.8 mph,6.6
1859.0,279.0,430.0,2,5,1,15.6 s,7.0
1620.0,300.0,455.0,2,6,1,16.7 s @ 101.3 mph,7.1
1580.0,310.0,475.0,2,6,1,,5.7
1635.0,230.0,405.0,1,6,1,,7.9
1676.0,225.0,377.0,2,6,1,,8.5
1628.0,193.0,315.0,2,3,1,17.7 s @ 50.6 mph,10.2
1935.0,380.0,599.0,2,5,1,,5.9
1935.0,286.0,550.0,2,5,1,17.4 s @ 97.6 mph,7.2
1640.0,218.0,329.0,2,5,1,16.1 s,7.4
1390.0,215.0,275.0,1,3,1,16.3 s @ 91.0 mph,7.8
1683.0,385.0,566.0,2,5,1,14.7 s @ 108.7 mph,5.3
1599.0,360.0,510.0,2,5,1,14.3 s @ 111.8 mph,5.2
1420.0,190.0,260.0,1,5,1,16.6 s @ 93.2 mph,7.3
1295.0,215.0,275.0,1,6,1,15.3 s @ 92.0 mph,7.4
1635.0,420.0,607.0,2,5,1,14.9 s @ 110.0 mph,5.8
1780.0,319.0,550.0,2,5,1,16.0 s @ 103.8 mph,6.4
1780.0,250.0,510.0,2,5,1,16.3 s @ 102.5 mph,6.0
1450.0,143.0,267.0,2,5,1,17.4 s,10.1
1643.0,233.0,313.0,2,5,1,16.5 s @ 85.1 mph,9.0
1370.0,170.0,230.0,1,5,1,16.9 s,8.1
1295.0,150.0,196.0,1,6,1,17.0 s @ 85.0 mph,9.9
1369.0,120.0,189.0,2,5,1,18.5 s @ 74.0 mph,12.2
1338.0,100.0,162.0,1,5,1,20.4 s @ 73.9 mph,15.2
1260.0,85.0,157.0,1,5,1,,15.0
1400.0,234.0,317.0,2,5,1,16.9 s @ 99.4 mph,6.9
1255.0,166.0,228.0,1,5,1,16.5 s,7.7
1340.0,235.0,245.0,1,5,1,16.9 s @ 99.4 mph,6.8
1215.0,115.0,180.0,1,5,1,17.2 s @ 79.0 mph,10.1
1156.0,105.0,142.0,1,3,1,18.1 s,11.0
1324.0,55.0,118.0,2,5,1,23.0 s @ 60.0 mph,23.0
1202.0,75.0,136.0,1,5,1,,16.8
1970.0,435.0,520.0,2,5,2,13.6 s @ 101.3 mph,5.0
1965.0,366.0,500.0,2,5,2,13.0 s @ 103.7 mph,4.3
2230.0,435.0,520.0,2,0,2,13.9 s,4.8
1585.0,421.0,500.0,3,0,2,12.6 s,4.2
1680.0,387.0,480.0,3,5,2,12.1 s @ 113.6 mph,3.6
1550.0,421.0,500.0,2,2,2,11.9 s,3.6
1564.0,306.0,400.0,3,2,2,13.0 s @ 105.3 mph,4.5
1430.0,1049.0,1150.0,2,6,1,10.0 s @ 151.2 mph,3.1
1353.0,800.0,800.0,1,6,1,10.1 s @ 147.5 mph,2.8
1490.0,916.0,900.0,2,6,1,9.8 s @ 152.2 mph,2.6
1062.0,668.0,705.0,1,6,1,,2.8
1386.0,620.0,620.0,3,6,1,10.4 s,2.8
1562.0,203.0,264.0,2,0,0,16.4 s @ 84.0 mph,8.2
1256.0,215.0,279.0,1,6,1,14.8 s,7.0
1310.0,250.0,216.0,1,6,1,14.5 s,5.9
1391.0,231.0,211.0,1,6,1,14.5 s @ 95.1 mph,5.9
1370.0,192.0,220.0,1,6,1,15.6 s,6.8
1040.0,165.0,226.0,1,6,1,,6.4
1004.0,130.0,167.0,1,6,1,,8.5
1197.0,137.0,180.0,1,6,1,16.4 s @ 83.9 mph,8.5
1040.0,115.0,152.0,1,6,1,,9.1
1050.0,101.0,142.0,1,6,1,16.9 s,9.4
1275.0,132.0,183.0,1,4,0,17.2 s @ 81.0 mph,9.5
1264.0,151.0,258.0,2,6,0,15.3 s @ 90.0 mph,7.0
1120.0,180.0,225.0,1,3,1,15.2 s @ 91.0 mph,6.7
1123.0,169.0,188.0,1,3,1,14.9 s @ 90.7 mph,6.3
1177.0,160.0,188.0,1,3,1,15.6 s,7.2
1150.0,160.0,188.0,1,3,1,15.8 s,7.3
1085.0,157.0,169.0,1,3,1,,8.1
1778.0,203.0,271.0,2,1,0,17.2 s @ 81.0 mph,9.4
1282.0,172.0,217.0,1,5,0,14.9 s @ 93.2 mph,6.5
1612.0,274.0,381.0,1,5,2,14.0 s @ 99.0 mph,5.4
2070.0,277.0,366.0,2,0,2,16.0 s @ 87.5 mph,7.8
1896.0,247.0,350.0,2,0,2,16.0 s @ 86.0 mph,7.8
1800.0,173.0,400.0,1,0,2,17.9 s @ 88.2 mph,8.4
1752.0,260.0,434.0,2,0,2,15.1 s @ 91.0 mph,6.6
1714.0,190.0,252.0,2,0,2,16.5 s @ 84.1 mph,8.5
1813.0,170.0,393.0,2,0,2,16.5 s @ 83.0 mph,8.4
1520.0,189.0,252.0,2,0,2,15.8 s @ 89.0 mph,7.5
1554.0,253.0,434.0,2,0,2,14.3 s @ 95.6 mph,5.8
1629.0,276.0,365.0,2,5,0,14.6 s @ 96.1 mph,6.1
1596.0,253.0,434.0,2,5,0,14.7 s @ 97.6 mph,6.1
1616.0,260.0,380.0,1,5,2,14.1 s,5.7
1390.0,155.0,193.0,1,4,0,17.9 s @ 89.5 mph,8.8
1435.0,192.0,256.0,2,5,0,,7.4
1514.0,172.0,226.0,1,5,0,16.1 s @ 88.0 mph,8.0
1539.0,159.0,221.0,1,1,0,16.5 s @ 85.0 mph,8.3
1362.0,158.0,203.0,2,5,0,16.6 s @ 84.1 mph,8.5
1225.0,185.0,235.0,1,2,2,15.9 s @ 95.1 mph,6.6
1382.0,169.0,228.0,1,2,0,15.7 s @ 89.0 mph,7.4
1378.0,169.0,228.0,1,5,0,16.0 s @ 88.0 mph,7.7
1354.0,157.0,201.0,1,5,0,,8.3
1538.0,253.0,434.0,2,5,2,14.1 s @ 99.0 mph,5.6
1485.0,185.0,400.0,1,2,0,17.4 s @ 97.6 mph,7.3
1365.0,190.0,252.0,2,2,0,15.2 s @ 93.0 mph,6.9
1720.0,390.0,451.0,1,3,1,13.2 s @ 108.2 mph,4.8
1417.0,326.0,436.0,1,6,1,14.7 s @ 109.4 mph,5.2
1990.0,439.0,490.0,1,5,1,13.1 s,4.8
1860.0,410.0,550.0,2,5,1,13.0 s @ 107.7 mph,4.4
1990.0,431.0,490.0,2,5,1,14.3 s,5.1
1647.0,340.0,450.0,2,5,1,13.8 s,5.4
1566.0,288.0,423.0,2,5,1,16.2 s @ 103.1 mph,5.7
